ClinicID,OnlineAppointmentUse,malepct,unemp,age16to24,age25to34,age35to44,age45to54,age55to64,age65to74,age75to84,age85plus,phoneeasy,onlineasy,race,longstdhealth,canmngownhealth,reducedability,prefgpalways,bcaaware,vendor,numpats
1498,0.206762205,0.574626355,0.122905901,0.070082658,0.296738105,0.210243024,0.188567274,0.107894442,0.062327879,0.045417782,0.018728836,0.695937021,0.659369618,0.478030026,0.550173121,0.66916118,0.70664075,0.459736165,0.422937147,EMIS,7045
1499,0.035476794,0.512235921,0.05733403,0.037316045,0.163130779,0.162402074,0.219162184,0.176208924,0.13080655,0.090468833,0.020504611,0.508945588,0.590894281,0.929903661,0.60092813,0.777627235,0.712714748,0.28544107,0.216964818,TPP,5109
1500,0.121344351,0.518467901,0.050612552,0.112807711,0.1683256,0.131228257,0.207597872,0.118236316,0.159746347,0.080252439,0.021805457,0.590074777,0.817131779,0.972828646,0.501888081,0.895945152,0.668986888,0.433427785,0.392927054,TPP,6690
1501,0.365075449,0.503506283,0.03307131,0.097607593,0.317927202,0.214909404,0.129794523,0.127283297,0.071025612,0.031631791,0.009820579,0.636890182,0.751679748,0.738752254,0.470219283,0.854080124,0.711587375,0.389187671,0.787802847,TPP,8100
1502,0.06467486,0.516570251,0.041354976,0.104608211,0.232513379,0.104719863,0.185077606,0.125336306,0.138222356,0.092736279,0.016786,0.744529776,0.703931831,0.619919051,0.59535641,-97,-97,-97,0.171783099,EMIS,1223
1503,0.21464724,0.428623663,0.008414974,0.089494743,0.125698659,0.134954524,0.136810963,0.181450209,0.214328738,0.073647635,0.043614529,0.931040405,0.920241535,0.866635581,0.623933678,0.923692397,0.535602426,0.721286957,0.545758529,TPP,2714
1504,0.101611603,0.567237447,0.080027359,0.053371656,0.203500718,0.172134086,0.237008314,0.120962118,0.124494017,0.074495803,0.014033289,0.578799606,0.55262651,0.433583471,0.549190997,0.778204226,0.709814298,0.28022938,0.248487505,TPP,3280
1505,0.162730335,0.500047064,0.074542217,0.14991075,0.181443637,0.090866441,0.204711797,0.17086664,0.101195942,0.063586936,0.037417858,0.681969581,0.772548024,0.887465222,0.681085394,0.772524352,0.608763362,0.240836286,0.491674268,TPP,8959
1506,0.007012518,0.542729957,0.115207877,0.09557046,0.15741135,0.198440172,0.181223519,0.160819259,0.074352163,0.085254645,0.046928431,0.68963498,0.676727631,0.844071082,0.639260386,0.882046909,0.821694606,0.488650688,0.129996632,TPP,2929
1507,0.030905112,0.481958981,0.044772341,0.087333536,0.208732356,0.145996207,0.153439571,0.162345081,0.138013745,0.072057882,0.032081622,0.782396411,0.711462857,0.700877372,0.595408179,0.698981474,0.681997755,0.377693975,0.186274078,TPP,8513
1508,0.018532243,0.413433368,0.150113989,0.128030794,0.186007076,0.08142286,0.234794582,0.143337507,0.122950808,0.075341508,0.028114863,0.439907736,0.646035096,0.863831811,0.657901292,0.750646325,0.712028402,0.37745229,0.136274573,EMIS,5803
1509,0.060799393,0.498987605,0.040682149,0.061531709,0.122969144,0.15122895,0.243224073,0.137259055,0.130842022,0.107916189,0.045028856,0.950882602,0.766480819,0.768827199,0.664688426,0.842013313,0.718786694,-97,0.22427902,EMIS,2615
1510,0.206700296,0.473986031,0,0.127704942,0.111334814,0.110801023,0.179155327,0.157950053,0.155274962,0.112925082,0.044853797,0.887760153,0.804024791,0.974279833,0.576105326,0.92222836,0.573270883,0.678957803,0.522636912,TPP,9617
1511,0.060792107,0.447617159,0.025762383,0.09040064,0.066255597,0.115890211,0.211321143,0.185753159,0.160932513,0.113676409,0.055770327,0.788395739,0.929320604,0.935074543,0.596087202,0.769731048,0.600704238,0.373518055,0.307764845,TPP,5295
1512,0.125044545,0.422709675,0.035065612,0.161376395,0.061584969,0.179210622,0.179164898,0.178838697,0.120886635,0.083866634,0.03507115,0.878729144,0.90277113,0.924494112,0.507662497,0.761385378,0.777372931,0.606402077,0.426027776,TPP,6742
1513,0.141346439,0.530104084,0.138094199,0.124907936,0.326697495,0.102855923,0.157768084,0.112048853,0.097776053,0.067977604,0.009968053,0.963462006,0.886606158,0.263341653,0.490752027,0.825862901,0.626410957,-97,0.245655511,TPP,1772
1514,0.620823951,0.416101031,0,0.686131747,0.260173495,0.053694758,0,0,0,0,0,0.715655551,0.811087959,0.617470677,0.336876901,-97,-97,0.73140109,0.743094953,EMIS,37476
1515,0.073492846,0.590574081,0.090307491,0.211641232,0.151217247,0.166486264,0.1431177,0.094330432,0.143548781,0.063810281,0.025848063,0.966079491,0.822378385,0.621202687,0.530526251,0.840365017,0.630409482,-97,0.145728331,EMIS,1478
1516,0.077753557,0.571397456,0.009970587,0.122158249,0.220952104,0.128224915,0.164233781,0.140060575,0.104954034,0.093413261,0.026003081,0.85935328,1,0.864928949,0.69601366,0.823644679,0.554690349,0.965509604,0.412735228,EMIS,2990
1517,0.299843423,0.491125404,0.051386176,0.134038595,0.036847809,0.216906545,0.112852981,0.183434068,0.185858197,0.082723822,0.047337984,0.786062643,0.747878207,0.919199424,0.504755354,0.877420953,0.572443217,0.486853309,0.606027594,TPP,4532
1518,0.078155496,0.527340186,0.014814012,0.079396346,0.040750143,0.206661446,0.194235994,0.173685059,0.182655559,0.086269629,0.036345824,0.728869057,0.749889283,0.933491032,0.641459347,0.83920238,0.636862298,0.504823691,0.421279653,TPP,6591
1519,0.0758554,0.419469378,0,0.125209162,0.244291558,0.192085572,0.175314705,0.091287288,0.085074232,0.061737423,0.02500006,0.986735236,0.903933913,0.896848881,0.419012668,0.658885972,0.593927101,0.533953411,0.477748231,TPP,3723
1520,0.056854157,0.452988318,0.028116031,0.136587975,0.212347144,0.068924719,0.241164972,0.137541662,0.072195692,0.104973395,0.026264442,0.992648234,0.53264908,0.519814421,0.421135906,-97,-97,-97,0.116771039,EMIS,1191
1521,0.067669071,0.468878995,0.020795331,0.085953593,0.169310965,0.093887434,0.163383769,0.167835272,0.171615354,0.120350211,0.027663402,0.991762911,0.783804029,0.97634718,0.554373503,0.929502447,0.696111536,0.9415696,0.319926598,TPP,3278
1522,0.190351567,0.446231008,0.03234444,0.115742283,0.313049148,0.130878509,0.184221188,0.082366956,0.095424806,0.04683323,0.031483881,0.970752648,0.8333919,0.641461066,0.501758918,0.919492509,0.53712649,0.80093222,0.561256129,TPP,12447
1523,0.19537202,0.338532908,0.023821073,0.254367014,0.242616955,0.119184203,0.085609351,0.087767142,0.090097737,0.081958551,0.038399046,0.86422972,0.796070472,0.681560778,0.465709328,0.920219948,0.596891977,0.864588591,0.430187796,TPP,17992
1524,0.081522932,0.50687106,0.019482718,0.038402196,0.285074674,0.291780455,0.115022837,0.130108359,0.098974485,0.025077129,0.015559865,0.907037142,0.823338372,0.611251547,0.508850638,0.86917897,0.625088069,0.436770316,0.353442899,TPP,9987
1525,0.085203417,0.460194921,0.015496364,0.095282003,0.090913687,0.1415956,0.222217109,0.186273793,0.147539809,0.087011238,0.029166761,0.911467156,0.738302896,0.92033922,0.469853109,0.953680445,0.574602265,0.508684329,0.240610575,EMIS,10044
1526,0.37657282,0.561270733,0,0.458073214,0.259845419,0.062440236,0.065364931,0.067463232,0.052752586,0.025459637,0.008600744,0.947285733,0.72993316,0.57970875,0.447665091,0.828114917,0.681316215,0.562856274,0.714482096,TPP,15727
1527,0.210405963,0.61550941,0.052630534,0.056827281,0.090498121,0.20315617,0.16538879,0.204908657,0.150458919,0.083138142,0.04562392,0.61590331,0.800156751,0.762858448,0.573874596,0.790066834,0.549567283,0.150356933,0.526967346,TPP,19771
1528,0.087119408,0.56966297,0.029811417,0.071772523,0.168696972,0.168760495,0.188635632,0.138020664,0.151362295,0.064974046,0.047777375,0.791295582,0.933097141,0.672985867,0.494328711,0.812084326,0.635248783,0.356701388,0.226521279,TPP,12195
1529,0.051390625,0.460120836,0.067599738,0.055401481,0.107550265,0.142355099,0.244549307,0.173633994,0.15771999,0.085753069,0.033036794,0.46188403,0.821352008,0.882636861,0.745891614,0.744767844,0.662857186,0.497585175,0.341841639,TPP,12040
1530,0.255704252,0.54797069,0.061216227,0.069939293,0.1712864,0.216757982,0.154086526,0.13032513,0.128480506,0.083343465,0.045780698,0.709284639,0.804848687,0.665246328,0.514364096,0.924473674,0.485218832,0.45238673,0.477558921,TPP,11296
1531,0.074358698,0.410864292,0.012018787,0.405376504,0.239830103,0.099987685,0.10112638,0.071291107,0.03482741,0.033456951,0.014103861,0.904716849,0.628636974,0.510213577,0.352759899,0.947597103,0.502067979,0.663532488,0.23091077,TPP,18284
1532,0.28547798,0.539795912,0.006405155,0.060039266,0.141895635,0.185795743,0.18646727,0.193709833,0.133298215,0.075032242,0.023761794,0.798851025,0.820705445,0.917955372,0.486889301,0.84571494,0.587288409,0.440776542,0.489387001,TPP,20826
1533,0.214264896,0.496386112,0.033762815,0.049320939,0.08735185,0.121395173,0.191606125,0.263766148,0.164781793,0.089738531,0.032039441,0.652305604,0.796932576,0.954978986,0.673175374,0.832681478,0.540617818,0.572431117,0.626755147,TPP,6693
1534,0.169244456,0.4940078,0.021354482,0.05578007,0.210661612,0.331295055,0.127950091,0.104335256,0.09599509,0.05560619,0.018376637,0.744295122,0.803856568,0.67369549,0.44688102,0.94799369,0.445597695,0.445373295,0.471681523,TPP,12481
1535,0.132720206,0.551224158,0.032980607,0.06926751,0.310949047,0.277653067,0.187011519,0.057907084,0.050372037,0.038412696,0.00842704,0.696770366,0.793293184,0.56792054,0.400171587,0.803409797,0.667940252,0.415119261,0.374547104,TPP,6396
1536,0.188496931,0.503651555,0.055572266,0.050068658,0.143118919,0.161869298,0.154576428,0.201112582,0.141549555,0.132965874,0.014738686,0.642503789,0.864516294,0.962966679,0.614579101,0.989678535,0.428244035,0.564179681,0.45373694,TPP,8067
1537,0.124881172,0.511736104,0.02086328,0.067713691,0.085834985,0.162250959,0.228293043,0.197648096,0.120411974,0.082063072,0.055784179,0.853987504,0.717582814,0.893720285,0.644957497,0.826000236,0.622207798,0.601140454,0.443125033,TPP,11273
1538,0.178427855,0.47796623,0.046281317,0.11040427,0.08575555,0.161158756,0.195880323,0.168099738,0.168381495,0.070837676,0.039482192,0.694859096,0.817884277,0.909858538,0.600379579,0.866909948,0.605197226,0.591101463,0.659848748,TPP,64240
1539,0.097104143,0.479037291,0.006772756,0.123254566,0.080179923,0.225082745,0.155975919,0.195359512,0.159951437,0.060195898,0,0.628384197,0.886956931,0.767444253,0.549512304,0.761663695,0.618580067,0.394599934,0.279394767,TPP,14017
1540,0.195869871,0.477151779,0.111942948,0.12370537,0.156792424,0.158703968,0.169083858,0.163960857,0.137774237,0.072021773,0.017957514,0.536929882,0.633524733,0.639711399,0.584495022,0.723407482,0.657647753,0.518045088,0.460055242,TPP,7800
1541,0.096418877,0.475524101,0.020835101,0.076602839,0.139786623,0.222697291,0.171447451,0.202152199,0.080546689,0.08539417,0.021372738,0.624788159,0.796780382,0.665686872,0.482867924,0.814340323,0.668157509,0.311450052,0.412166423,EMIS,10847
1542,0.286650085,0.46190922,0.014875416,0.022132375,0.166080915,0.218317351,0.205266652,0.128491707,0.138559026,0.090243079,0.030908894,0.378891046,0.83176936,0.726693891,0.58525453,0.789138994,0.427644721,0.249856454,0.638879899,TPP,25408
1543,0.145001418,0.479656404,0,0.17324399,0.089827129,0.101951294,0.195659543,0.208404663,0.127847602,0.085819113,0.017246666,0.812916585,0.843857965,0.971859446,0.445331124,0.886326097,0.540508971,0.690616016,0.552649944,EMIS (I),7550
1544,0.26374467,0.520873134,0.00963755,0.105763292,0.080922105,0.239428242,0.21317858,0.134896732,0.125094527,0.064181358,0.036535164,0.775474677,0.868714578,0.787505568,0.479565036,0.841062466,0.457639598,0.432641872,0.591121331,EMIS,12398
1545,0.12256149,0.467710439,0.047023889,0.0506962,0.158922359,0.2206802,0.134002011,0.187278187,0.126976325,0.082458633,0.038986085,0.56910931,0.688987294,0.73996122,0.509170084,0.695397704,0.683836246,0.379831564,0.435203937,TPP,12421
1546,0.120528657,0.440533836,0.061466976,0.071467989,0.189215041,0.184465771,0.145603136,0.143843055,0.137197124,0.086091316,0.042116568,0.619002428,0.760915897,0.793918803,0.563860806,0.906837365,0.558828061,0.666734226,0.430393169,EMIS,11047
1547,0.152867225,0.51008283,0.021095219,0.088645071,0.186932455,0.145084355,0.169610381,0.184925232,0.136159605,0.055577524,0.033065378,0.919446673,0.753254723,0.913760077,0.599138151,0.983020691,0.564857596,0.767734623,0.41892622,TPP,16377
1548,0.093134612,0.444949876,0.05424979,0.021065598,0.139029069,0.157197999,0.187403301,0.20478378,0.159518003,0.088048382,0.042953868,0.541799098,0.62135349,0.823804777,0.510490509,0.930272056,0.4169605,0.309875546,0.443010029,TPP,11775
1549,0.347496494,0.459929435,0,0.107773945,0.083093547,0.179919689,0.195965002,0.166320252,0.180291884,0.054728789,0.031906893,0.9886446,0.896436787,0.960598778,0.597554513,0.945913778,0.435103225,0.74855801,0.647793214,TPP,4667
1550,0.119118722,0.47122072,0,0.07264611,0.104919353,0.26979364,0.120737337,0.157846741,0.127117668,0.110501069,0.036438083,0.72083151,0.591199853,0.845309757,0.530456876,0.892593127,0.492210347,0.324143685,0.466356107,TPP,15499
1551,0.106580393,0.506542387,0.026745649,0.067811996,0.198453991,0.102375982,0.16621023,0.16168368,0.163861395,0.115425883,0.024176845,0.907019333,0.800583149,0.938458068,0.628749825,0.863273074,0.570844156,0.280054317,0.504968916,TPP,5914
1552,0.164760652,0.61524818,0.044628868,0.481610609,0.184133257,0.049211429,0.123175797,0.07817102,0.045890684,0.024092619,0.013714585,0.876220045,0.863416009,0.563903336,0.279026173,0.877717252,0.687885704,0.369187019,0.394848886,TPP,10636
1553,0.064213932,0.426891232,0.076960723,0.13513593,0.052279248,0.132025863,0.176813755,0.253702461,0.13681338,0.076014574,0.03721479,0.993768414,0.942527513,0.915945841,0.434048636,0.872494153,0.406956088,0.885710959,0.38460746,TPP,6566
1554,0.219619912,0.547750929,0,0.024926306,0.091319276,0.161522295,0.183444868,0.199921834,0.209996853,0.098685839,0.030182728,0.989683833,0.867303443,0.91387495,0.617898408,0.95836132,0.46800957,0.947703961,0.462226713,TPP,2137
1555,0.217409091,0.530725397,0.024312754,0.100866018,0.093771704,0.136341309,0.215087478,0.17524867,0.15654042,0.097459041,0.024685359,0.970029166,0.958511422,0.908165255,0.591443575,0.885863022,0.500449878,0.764844436,0.591887667,TPP,6064
1556,0.137084144,0.579518053,0,0.053126782,0.287665487,0.206751096,0.152744488,0.109996601,0.103421438,0.057879488,0.028414621,0.748515505,0.671046458,0.843638918,0.470830154,0.809480823,0.626343318,0.347140451,0.524186746,TPP,5399
1557,0.194263072,0.471185547,0.014306165,0.112104373,0.112394557,0.209415443,0.137927594,0.13917867,0.167951253,0.092472667,0.028555444,0.791443454,0.835927348,0.93052835,0.547776406,0.843051274,0.529359018,0.417303985,0.654200066,TPP,42921
1558,0.312137599,0.484826367,0.00738451,0.033838775,0.220550448,0.245985086,0.22490472,0.103546516,0.102186897,0.046915713,0.022071844,0.634399038,0.636169796,0.568591855,0.509535479,0.820393468,0.644147077,0.24527453,0.618009863,TPP,14238
1559,0.141279714,0.485909878,0.005725232,0.015245004,0.174600561,0.162331079,0.201506469,0.162483116,0.167877697,0.075946484,0.040009589,0.863605754,0.8886722,0.944176436,0.570863594,0.902143472,0.516071821,0.65685909,0.415604611,EMIS,8991
1560,0.070021519,0.507059403,0.007268847,0.19650276,0.08341852,0.170808744,0.119354858,0.145940213,0.178828728,0.057812634,0.047333544,0.321366504,0.628872156,0.872804455,0.535649048,0.88784339,0.483705591,0.055722739,0.429052956,TPP,19454
1561,0.022525127,0.591218561,0,0.037440434,0.073970968,0.089772485,0.263726609,0.259465886,0.204666695,0.059157257,0.011799665,0.881966156,0.634723144,0.879229122,0.579824711,0.809638257,0.52312527,0.379619847,0.423012026,TPP,7822
1562,0.034943525,0.509326761,0.026275311,0.067288052,0.09279618,0.236068909,0.208257433,0.115028121,0.158248221,0.081537286,0.040775798,0.858381596,0.819050697,0.888365455,0.588420533,0.944259536,0.643965068,0.49493293,0.261117319,TPP,10405
1563,0.110657388,0.577100247,0.047567092,0.170066886,0.134938209,0.125421295,0.162690478,0.211456149,0.104120427,0.073406858,0.017899697,0.700669667,0.605702904,0.878238996,0.48855152,0.72618361,0.570189281,0.273260634,0.407924214,TPP,14036
1564,0.18153695,0.472935657,0.012631335,0.065114248,0.142685751,0.199807324,0.125016481,0.208912311,0.147906805,0.09159477,0.018962311,0.919265465,0.921223416,0.932397651,0.447928524,0.939753897,0.51024831,0.839414998,0.502404507,TPP,8568
1565,0.064854538,0.449704945,0.038181454,0.116956242,0.180319967,0.089877062,0.175561082,0.149720439,0.154105171,0.119986008,0.01347403,0.460644993,0.810709609,0.820731419,0.57684482,0.91880938,0.595580871,0.373885838,0.303160039,TPP,9054
1566,0.05510245,0.521817747,0,0.110620035,0.170779025,0.173084978,0.180707026,0.180429471,0.102398828,0.049795897,0.032184739,0.369446108,0.580739315,0.705748658,0.568661819,0.608474832,0.671379686,0.129743297,0.296622536,TPP,11948
1567,0.211148258,0.466226422,0.025039882,0.202772997,0.285453685,0.137724223,0.147810369,0.093603567,0.064906771,0.055308965,0.012419423,0.839237,0.770390151,0.695926771,0.457063612,0.863404041,0.580059207,0.525188809,0.558927017,EMIS,21076
1568,0.091993662,0.51047001,0,0.063191235,0.09887286,0.177157618,0.186462391,0.188654788,0.161693508,0.067586587,0.056381013,0.950431535,0.860171742,0.899659123,0.52607379,0.942819185,0.568997124,0.5735714,0.355876082,TPP,5838
1569,0.153838226,0.459626861,0.035811631,0.083868816,0.392155047,0.190789581,0.155520431,0.092983636,0.052160272,0.019805602,0.012716615,0.788123907,0.738048394,0.442961591,0.402648715,0.896486885,0.530022903,0.387129539,0.391271426,EMIS,8154
1570,0.181097565,0.463328386,0.019501403,0.084930969,0.145047238,0.148869024,0.234679869,0.142831365,0.126926111,0.083411024,0.033304399,0.543984809,0.73180458,0.92016576,0.535723045,0.883261638,0.629261715,0.168809871,0.518833593,TPP,13229
1571,0.064814576,0.439872973,0.025754847,0.117086401,0.11286824,0.131635898,0.144538791,0.194631672,0.160104677,0.082786059,0.056348262,0.800616784,0.846429198,0.928175192,0.586965581,0.871645888,0.585292884,0.454016982,0.355126061,TPP,7094
1572,0.08589377,0.482036349,0.007058552,0.065088418,0.096394181,0.108190926,0.184082562,0.275640662,0.142702826,0.080505584,0.047394842,0.943494884,0.925869414,0.976359883,0.59383188,0.870976189,0.605508513,0.608831995,0.438782152,EMIS,6621
1573,0.062454791,0.58028988,0.010911792,0.108822581,0.12755626,0.195745163,0.147039536,0.174776489,0.130828543,0.081683032,0.033548396,0.524593694,0.748425848,0.891420559,0.509965155,0.871177252,0.592852644,0.393078748,0.431093154,TPP,12399
1574,0.069100468,0.501187873,0.072752647,0.103064537,0.143338901,0.139569031,0.201884289,0.170322285,0.120008028,0.085988553,0.035824376,0.689423668,0.611180214,0.914902182,0.552558235,0.836415369,0.5967661,0.199681941,0.379518768,TPP,7305
1575,0.144834833,0.41280494,0.02026188,0.152674659,0.106640051,0.1165452,0.187421275,0.154328898,0.140865144,0.090934866,0.050589907,0.760538143,0.901354672,0.952281845,0.521493238,0.898760349,0.523810292,0.830081383,0.457716104,TPP,6230
1576,0.027400921,0.55796519,0.057168525,0.213152381,0.250016629,0.200876868,0.189973194,0.0535869,0.051464111,0.026272979,0.014656938,0.523173388,0.476305249,0.418950805,0.461949464,0.674659162,0.705528591,0.220505269,0.225130096,TPP,3924
1577,0.229047487,0.533573322,0,0.148850641,0.171924991,0.178780039,0.191454104,0.111393747,0.079449656,0.059931752,0.05821507,0.874104301,0.769920505,0.641107473,0.478866134,0.889973957,0.473794095,0.541626423,0.550043688,TPP,8476
1578,0.156140885,0.53988886,0.0212545,0.265665297,0.208381071,0.258238526,0.13235316,0.073469528,0.035519503,0.019324055,0.00704886,0.857065777,0.829893988,0.648148605,0.441018344,0.841387051,0.553317316,0.45741109,0.342247236,TPP,10764
1579,0.187262141,0.507318608,0.096846387,0.065553503,0.191465848,0.279729512,0.144521734,0.167901303,0.086047542,0.04616469,0.018615868,0.84167824,0.772234492,0.60453578,0.545273631,0.743200614,0.66358701,0.470022504,0.388448055,TPP,5268
1580,0.122701938,0.511453518,0.063404743,0.117220371,0.206370233,0.127989289,0.150823974,0.172174251,0.128837809,0.054660689,0.041923385,0.803599604,0.813581464,0.702741815,0.563073195,0.831842082,0.48100388,0.709145848,0.407327355,TPP,3619
1581,0.184021729,0.520871914,0.02698925,0.138429748,0.096357903,0.115914506,0.205144915,0.189883954,0.151303645,0.086189628,0.016775701,0.99409187,0.931749414,0.979589933,0.414968264,0.907216821,0.606357488,0.8281164,0.415172244,EMIS,3420
1582,0.258273051,0.47920397,0.013660828,0.027421723,0.18913103,0.282452212,0.159119828,0.129629866,0.130226493,0.057286102,0.024732747,0.936865597,0.884226573,0.822363824,0.452132597,0.836624611,0.532776814,0.669532451,0.61356844,TPP,8702
1583,0.19250909,0.48725406,-98,0.12486678,0.100858871,0.202319205,0.237981438,0.109511654,0.130666009,0.072792016,0.021004026,0.942478685,0.896354576,0.907687808,0.483439016,0.917365693,0.262418675,0.608440794,0.448392047,EMIS,7310
1584,0.099898265,0.589835795,0.035394306,0.114344736,0.288757199,0.170419297,0.139189132,0.13461243,0.080110968,0.048500614,0.024065623,0.803411564,0.707924623,0.726123536,0.481262102,0.834585906,0.419064575,0.33138187,0.373229944,TPP,7176
1585,0.131381852,0.45292777,0.034095279,0.051628401,0.098732757,0.277043086,0.164107225,0.138147299,0.15005515,0.097580877,0.022705206,0.853128124,0.835069111,0.873329586,0.461055001,0.869577693,0.482889508,0.554641995,0.456620483,TPP,3835
1586,0.136267976,0.431331997,0.030871606,0.112295168,0.192438877,0.087871737,0.204737888,0.142343355,0.129526321,0.087760075,0.043026578,0.419604775,0.778692917,0.894210249,0.632632402,0.810269494,0.678828856,0.494062685,0.523507912,TPP,8180
1587,0.128847908,0.519093669,0,0.103433559,0.18385197,0.179058217,0.171094547,0.17227105,0.118866076,0.051552996,0.019871586,0.729366598,0.706154817,0.881505682,0.483571853,0.795131427,0.549141669,0.576438873,0.416207407,TPP,12333
1588,0.121645334,0.45258817,0.007278785,0.023402414,0.148943704,0.193667902,0.242373555,0.174871414,0.107489046,0.089742116,0.01950985,1,0.938231138,0.882102598,0.508947917,0.928796198,0.527820042,0.906585695,0.348520407,TPP,2985
1589,0.130878486,0.483622447,0.042844101,0.145906825,0.102497457,0.131630714,0.201293066,0.167384379,0.170573035,0.057204587,0.023509937,0.852568887,0.794501845,0.952113637,0.699164612,0.888189021,0.513779349,0.595734089,0.582108203,TPP,11976
1590,0.247695856,0.492782256,0,0.123204065,0.141274542,0.222113504,0.184587195,0.125608097,0.110013012,0.071776541,0.021423044,0.885940578,0.881039485,0.7338697,0.499914044,0.875639399,0.550359631,0.660813334,0.608785722,EMIS,5072
1591,0.083426266,0.550554239,0.01287323,0.11275013,0.181934144,0.173008319,0.170302064,0.190399254,0.105740074,0.060720045,0.005145971,0.925580738,0.782451922,0.695540575,0.512555942,0.803436766,0.507370435,0.494971987,0.318490809,TPP,7310
1592,0,0.460207269,0.074001436,0.078776806,0.16935899,0.165827866,0.210006604,0.161522665,0.152427979,0.042755147,0.019323943,0.752795092,0.686634424,0.790834172,0.52629014,0.719664474,0.601530925,0.522058621,0.224043129,TPP,4702
1593,0.034107903,0.417431112,0.072827532,0.118925103,0.236990285,0.185364524,0.158572182,0.131819789,0.106076641,0.035399976,0.026851498,0.896598366,0.767580741,0.596194625,0.446378656,0.679746939,0.709128532,0.435650283,0.41866076,TPP,11846
1594,0.258266996,0.481568515,0.005660632,0.096178002,0.102006453,0.174404784,0.121576845,0.216886526,0.175608319,0.06782064,0.045518431,0.974355236,0.971261818,0.949741742,0.631557565,0.938527872,0.478433248,0.869229644,0.601083672,TPP,3607
1595,0.020370373,0.542263215,-98,0.118495348,0.29876961,0.176193893,0.194302379,0.09747614,0.095638759,0.019123871,0,0.380434673,0.484592254,0.306478562,0.409411507,0.732770737,0.643055055,0.201373004,0.09166528,TPP,4120
1596,0.106201706,0.623477353,0.090478633,0.097606355,0.263558246,0.340829699,0.160098355,0.084033024,0.031282514,0.014142184,0.008449624,0.81622775,0.651249827,0.203644897,0.412316964,0.962899345,0.700666779,0.465385667,0.126319941,TPP,25331
1597,0.078162652,0.56903655,0.037981851,0.170133969,0.178343442,0.137241219,0.19869562,0.144279628,0.114197061,0.038680409,0.018428651,0.369705275,0.647159661,0.781275665,0.604876025,0.768421988,0.659802909,0.320243358,0.317135462,TPP,5270
1598,0.069764991,0.465703026,0.028672091,0.120531902,0.258754717,0.231503455,0.213978986,0.108441378,0.034169313,0.009108177,0.023512072,0.470757889,0.635463814,0.675701059,0.407835171,0.701426869,0.596731494,0.350562357,0.410474675,TPP,9566
1599,0.059695053,0.630772431,0.015344209,0.098430149,0.365541613,0.208298448,0.149831676,0.107272522,0.051811758,0.018813835,0,0.781109781,0.807941088,0.222140031,0.279146125,0.880737643,0.360258102,0.362093353,0.214166127,TPP,12349
1600,0.024237368,0.521458493,0.031379979,0.16741895,0.216688585,0.250819215,0.15308946,0.099579482,0.05431218,0.044721832,0.013370296,0.686569329,0.853604962,0.648983608,0.482976736,0.734172542,0.704301341,0.268244266,0.159085223,TPP,10005
1601,0.256032695,0.45276718,0,0.119390017,0.236159422,0.325363508,0.171231792,0.086311342,0.035158226,0.014756713,0.01162898,0.690654126,0.801626426,0.703782105,0.373336341,0.890320901,0.408219,0.319310305,0.613732155,TPP,11723
1602,0.097698852,0.513898321,0.070711037,0.041998713,0.268849327,0.21626722,0.187665088,0.104922424,0.115939326,0.050963225,0.013394678,0.646256181,0.746663569,0.386711746,0.460085535,0.804801092,0.62840059,0.454834451,0.2458714,TPP,2754
1603,0.139140428,0.455992031,0.010112023,0,0.016662156,0.084710537,0.197895291,0.172777809,0.285714588,0.176718804,0.065520815,0.851083466,0.877812616,0.950280069,0.609350422,0.906442827,0.608911835,0.428563137,0.369482595,EMIS,13884
1604,0.137343594,0.342509602,0,0.112740051,0.152459771,0.135655356,0.21756864,0.154804176,0.11228261,0.067859227,0.046630169,0.716136113,0.85478451,0.826592326,0.540733484,0.794665152,0.585401296,0.237566918,0.501140714,TPP,13269
1605,0.06491165,0.511288945,0.0694066,0.111936926,0.179596622,0.087492466,0.147563486,0.158758809,0.14108013,0.126548001,0.047023561,0.427303719,0.779454741,0.922031336,0.573420784,0.787224218,0.680040811,0.231356924,0.443807553,TPP,25198
1606,0.143375858,0.471355622,0.093854408,0.051242389,0.190352014,0.078203979,0.133348264,0.159186648,0.188558916,0.127836611,0.071271179,0.46469831,0.778907196,0.953210963,0.587196433,0.754365208,0.774556842,0.601916034,0.632191374,TPP,12905
1607,0.019770899,0.493547129,0.019214998,0.105335885,0.085532671,0.173044821,0.143392045,0.127359507,0.178761827,0.125417808,0.061155435,0.882086536,0.843351107,0.965549775,0.606436384,0.844096904,0.575923145,0.205912156,0.234615325,TPP,9435
1608,0.087808222,0.557516797,0.04894973,0.154225443,0.110283011,0.10067943,0.162359461,0.170102721,0.176332366,0.106084221,0.019933347,0.946053655,0.863763262,0.922357477,0.551375036,0.845681367,0.576349002,0.668406941,0.244421271,EMIS,8608
1609,0.035376115,0.463025662,0.057649909,0.127684786,0.119052402,0.114799585,0.16968771,0.236142452,0.162023068,0.048378049,0.022231948,0.750219576,0.785954625,0.880631597,0.609025492,0.814954121,0.708845485,0.64351803,0.230851435,TPP,25110
1610,0.134300423,0.467932005,0.072807274,0.091970783,0.257548,0.164316539,0.142072746,0.140338121,0.128609227,0.06172329,0.013421294,0.831946985,0.805206404,0.814680343,0.515085473,0.824520982,0.552595249,0.66096812,0.272251478,TPP,13617
